name,grade,prob,entropy,top5pct,K
59347,normal,0.5719320774078369,0.8365288440034011,0.3800790309906006,3208
59345,minimal,0.7531098127365112,0.8645156191489874,0.28498825430870056,2975
59349,normal,0.3247390389442444,0.8040935351004651,0.47421395778656006,2397
59351,minimal,0.4965713620185852,0.8402985736912768,0.38781416416168213,2716
59372,normal,0.2738785445690155,0.8094532643568508,0.46028900146484375,2476
59376,minimal,0.46557384729385376,0.8102896961806114,0.46041592955589294,2646
59374,normal,0.29881396889686584,0.7798995269993765,0.5489224195480347,2566
59378,minimal,0.5059378743171692,0.8245866054941479,0.4232495427131653,2600
59388,normal,0.2741389274597168,0.7970091176234132,0.5343610048294067,2933
59381,slight,0.9190104603767395,0.9424599920820264,0.12551115453243256,2534
59390,normal,0.46733593940734863,0.8332790870858163,0.4145302176475525,2851
59397,slight,0.7795894145965576,0.9128580583342697,0.21121954917907715,2856
59400,normal,0.24599169194698334,0.7258942096462594,0.6790545582771301,2966
59399,slight,0.9304105043411255,0.9513884007841382,0.11844206601381302,2507
59406,normal,0.29390808939933777,0.7887804036305918,0.5106589794158936,3031
59402,slight,0.9333087801933289,0.95671157156318,0.10600215196609497,2551
59408,normal,0.35867300629615784,0.8284850239447547,0.40845584869384766,2659
59411,minimal,0.4053727984428406,0.8608795968770576,0.3252498507499695,2674
59409,normal,0.4044005274772644,0.8046632071294874,0.483790785074234,2929
59413,minimal,0.4437457025051117,0.812781149154403,0.4644613265991211,3076
59420,normal,0.4079257547855377,0.8349262618561647,0.4012904167175293,2513
59417,slight,0.9115487933158875,0.9582706734012251,0.11156170070171356,2756
59427,normal,0.46054747700691223,0.8682542531778398,0.31490373611450195,2927
59426,slight,0.9141108393669128,0.9476429077726476,0.12054368853569031,2611
59436,normal,0.22042100131511688,0.7466171077869218,0.6330599784851074,3087
59434,moderate,0.9117252230644226,0.9237034101182588,0.1826442927122116,2708
58711,normal,0.45089566707611084,0.8900918326215664,0.20557516813278198,2460
58708,slight,0.4451885223388672,0.8645883942829786,0.2739265561103821,2168
58714,normal,0.5273266434669495,0.8746863408237592,0.24271616339683533,2586
58720,slight,0.5725685358047485,0.8971234706645437,0.1964583396911621,2496
58726,normal,0.5539335012435913,0.9324715646650614,0.1455622762441635,2377
58723,slight,0.6573249697685242,0.9173916219840568,0.175057515501976,2542
58738,normal,0.4886159896850586,0.9424945474350815,0.12914615869522095,2375
58741,slight,0.5904906988143921,0.9631282881863136,0.10113123804330826,2647
58744,normal,0.5647568702697754,0.9061354063575665,0.17704561352729797,2574
58747,slight,0.6295662522315979,0.9641166248974117,0.09782586991786957,2910
59147,normal,0.4564425051212311,0.8422434715896697,0.34491196274757385,2505
59159,slight,0.6561701893806458,0.8662223568776134,0.27916109561920166,3043
59153,normal,0.49669092893600464,0.8592888153433209,0.27841103076934814,2768
59171,slight,0.5787994861602783,0.8683212601980519,0.2674655616283417,2506
59206,normal,0.5202677845954895,0.8114693465297513,0.43284711241722107,2545
59212,slight,0.7150458693504333,0.856524298718431,0.2668839395046234,2556
59218,normal,0.5433531999588013,0.8112731242484676,0.44153398275375366,2845
59230,slight,0.6112248301506042,0.8058417544779993,0.44458985328674316,2474
59368,normal,0.42608290910720825,0.8699662232788424,0.27309471368789673,3388
59375,minimal,0.4504619240760803,0.8702614895875227,0.2804572582244873,3070
59425,normal,0.25125738978385925,0.7591793787889722,0.6361154317855835,4092
59432,slight,0.3774133622646332,0.7872506814540187,0.5713743567466736,4569
71067,normal,0.4641198515892029,0.8125654718491843,0.4710480570793152,3376
59439,minimal,0.49825799465179443,0.8654583033079064,0.301813006401062,3199
59441,normal,0.5833603739738464,0.8909428118274184,0.24457469582557678,3141
59444,minimal,0.4985182285308838,0.8421226292966516,0.36922648549079895,2664
60062,normal,0.36108940839767456,0.8878957835276421,0.23031936585903168,3272
60067,minimal,0.39844584465026855,0.8753300433113594,0.26630717515945435,3545
60064,normal,0.34850242733955383,0.7933354075891005,0.5153490900993347,3843
60070,minimal,0.38621053099632263,0.8359630413142776,0.36194294691085815,3227
60122,normal,0.4808889627456665,0.8935416149106338,0.24940723180770874,3326
60114,minimal,0.41415905952453613,0.8556801951476469,0.32647621631622314,3194
71073,normal,0.39377760887145996,0.8880718659470279,0.2534714341163635,2620
71072,minimal,0.4177713096141815,0.8036216291905429,0.4836199879646301,2795
60144,normal,0.4131430983543396,0.9305320666162049,0.176477313041687,2934
60147,minimal,0.39738693833351135,0.9127700238147542,0.2105884552001953,2920
38563,normal,0.43370357155799866,0.8119597084051408,0.44312983751296997,3792
38569,minimal,0.39803582429885864,0.8112147072457289,0.41077327728271484,2826
38573,normal,0.5376117825508118,0.8110287859816209,0.4236908555030823,3570
38583,minimal,0.5380607843399048,0.8461030106778522,0.30126047134399414,3067
38618,normal,0.3506568372249603,0.7674677597473384,0.5585398077964783,3037
38613,minimal,0.42054325342178345,0.8177704226359035,0.39494478702545166,2673
38623,normal,0.41085731983184814,0.7894479767260628,0.5148899555206299,3517
38628,minimal,0.4272564649581909,0.7975027842331925,0.46595174074172974,3298
53892,normal,0.3951926827430725,0.8176632244969703,0.41656607389450073,3009
53895,slight,0.4925139546394348,0.83866887026794,0.3553205728530884,3791
53898,normal,0.5127867460250854,0.8081962407208634,0.4673101007938385,3519
53904,slight,0.497800350189209,0.8399402778876726,0.322918176651001,3354
59146,normal,0.4373878240585327,0.8040540528069475,0.42982974648475647,2712
59122,moderate,0.5450248122215271,0.859252542338772,0.30402234196662903,3138
59170,normal,0.3963097631931305,0.8586262687122181,0.27788814902305603,2540
59152,moderate,0.6580792665481567,0.8581628927360164,0.29856961965560913,2825
59213,normal,0.7137829661369324,0.9175099666254383,0.15956953167915344,3148
59219,slight,0.7171149849891663,0.8966665626106988,0.18371078372001648,2611
59225,normal,0.7117184400558472,0.8990492616876157,0.19507326185703278,2697
59236,slight,0.6757564544677734,0.9149862146029165,0.15806034207344055,2673
47821,normal,0.4017290472984314,0.8494167733977759,0.2926916480064392,2618
