name,grade,prob,entropy,top5pct,K
59347,normal,0.7512653470039368,0.7403558909635463,0.6729797124862671,3208
59345,minimal,0.8486446738243103,0.8289464735479398,0.46937674283981323,2975
59349,normal,0.34984713792800903,0.6687299561720172,0.739197850227356,2397
59351,minimal,0.5737959146499634,0.7134087208825717,0.697995126247406,2716
59372,normal,0.30893105268478394,0.6490951612045055,0.7665427327156067,2476
59376,minimal,0.48165568709373474,0.691917332960221,0.7449250221252441,2646
59374,normal,0.29766085743904114,0.6415569211833789,0.7764257788658142,2566
59378,minimal,0.5760522484779358,0.766118516897804,0.6247787475585938,2600
59388,normal,0.31791988015174866,0.6947332832059536,0.7306225299835205,2933
59381,slight,0.9412972927093506,0.8932004847937467,0.2775692641735077,2534
59390,normal,0.5041812062263489,0.6886979181786613,0.7266719937324524,2851
59397,slight,0.8510408997535706,0.8507867735150837,0.45502009987831116,2856
59400,normal,0.2443101555109024,0.5660036298421934,0.8973690271377563,2966
59399,slight,0.9440703392028809,0.8837624866288359,0.3376455307006836,2507
59406,normal,0.32454603910446167,0.665178807182189,0.7755709886550903,3031
59402,slight,0.9509201645851135,0.8966268879454022,0.29351359605789185,2551
59408,normal,0.3636634051799774,0.6788975660750028,0.7359456419944763,2659
59411,minimal,0.5712102651596069,0.8201909162122044,0.5231944918632507,2674
59409,normal,0.428282231092453,0.6871465406687235,0.7466591000556946,2929
59413,minimal,0.5729393362998962,0.7948732135884902,0.5608792304992676,3076
59420,normal,0.4982028007507324,0.6808536612390456,0.7313774228096008,2513
59417,slight,0.9398526549339294,0.9064833149875168,0.2564049959182739,2756
59427,normal,0.5635417699813843,0.728864156143833,0.6617162823677063,2927
59426,slight,0.9206263422966003,0.8993685528537387,0.2923881411552429,2611
59436,normal,0.19851228594779968,0.6379095555787772,0.8446221351623535,3087
59434,moderate,0.9411877989768982,0.8591287361690796,0.42418909072875977,2708
58711,normal,0.5108926296234131,0.7858696166407088,0.5830985307693481,2460
58708,slight,0.42965999245643616,0.7322276581480942,0.6678832173347473,2168
58714,normal,0.5407000780105591,0.7539369159225716,0.6467026472091675,2586
58720,slight,0.5463628768920898,0.785146745983446,0.5972051620483398,2496
58726,normal,0.6244433522224426,0.8302997334247737,0.4656538963317871,2377
58723,slight,0.6714019179344177,0.8026149137014066,0.5614445805549622,2542
58738,normal,0.565004825592041,0.791220155184439,0.566270112991333,2375
58741,slight,0.668969988822937,0.8594745997199461,0.38519078493118286,2647
58744,normal,0.5787478685379028,0.7754510760984413,0.6182651519775391,2574
58747,slight,0.670627772808075,0.8444420365368106,0.44276612997055054,2910
59147,normal,0.508299708366394,0.7073639000441342,0.7378081679344177,2505
59159,slight,0.7447538375854492,0.7466043846456002,0.6811020374298096,3043
59153,normal,0.5799075365066528,0.7265864475510303,0.7215200662612915,2768
59171,slight,0.5125211477279663,0.7021504216129271,0.7602012753486633,2506
59206,normal,0.5073366761207581,0.7277927545637549,0.701042115688324,2545
59212,slight,0.5663029551506042,0.7647705984708036,0.6284046173095703,2556
59218,normal,0.38829559087753296,0.6463893390593214,0.8096885681152344,2845
59230,slight,0.5758346319198608,0.7126509175659702,0.7285588383674622,2474
59368,normal,0.5554962754249573,0.8125159933349987,0.5395525693893433,3388
59375,minimal,0.5054100155830383,0.7824877995633924,0.6179694533348083,3070
59425,normal,0.22492055594921112,0.6255960561347242,0.8633099794387817,4092
59432,slight,0.398807555437088,0.7171947922297514,0.7265630960464478,4569
71067,normal,0.5324475169181824,0.7879225517824416,0.6062312126159668,3376
59439,minimal,0.5665982961654663,0.8428169986144524,0.49348077178001404,3199
59441,normal,0.6206656694412231,0.8420276466161891,0.48399096727371216,3141
59444,minimal,0.5776475667953491,0.8400697878541884,0.490024596452713,2664
60062,normal,0.492668479681015,0.7887653022282359,0.6095691323280334,3272
60067,minimal,0.5300891399383545,0.8110703607856848,0.5582060217857361,3545
60064,normal,0.4333352744579315,0.6990750133289406,0.7805882096290588,3843
60070,minimal,0.41000625491142273,0.7113290314009509,0.7387779951095581,3227
60122,normal,0.5514318346977234,0.8724314871366518,0.4169439673423767,3326
60114,minimal,0.5117663741111755,0.8203550166014595,0.542293906211853,3194
71073,normal,0.45155569911003113,0.806941274971915,0.572990894317627,2620
71072,minimal,0.4615112841129303,0.7105327803022689,0.7337815165519714,2795
60144,normal,0.5001983046531677,0.8469631518817862,0.48227381706237793,2934
60147,minimal,0.44850918650627136,0.8498937757559684,0.476732462644577,2920
38563,normal,0.3863394260406494,0.7402922711381376,0.7050918340682983,3792
38569,minimal,0.43987083435058594,0.7556546543652366,0.6429953575134277,2826
38573,normal,0.5702728629112244,0.7371363816953121,0.7071452140808105,3570
38583,minimal,0.5641257166862488,0.7704355959036132,0.6333149671554565,3067
38618,normal,0.2872893512248993,0.6240059767622707,0.867918848991394,3037
38613,minimal,0.4747307300567627,0.7158641854477137,0.7354308366775513,2673
38623,normal,0.34028711915016174,0.7267343901743211,0.7339456081390381,3517
38628,minimal,0.4564591944217682,0.6927197883724981,0.7680090665817261,3298
53892,normal,0.3639259338378906,0.7502859556003718,0.6463385820388794,3009
53895,slight,0.4552757143974304,0.7722988438896448,0.6567806005477905,3791
53898,normal,0.440189391374588,0.7426864107540858,0.6884283423423767,3519
53904,slight,0.4890217185020447,0.769899996396847,0.631057858467102,3354
59146,normal,0.386430025100708,0.6106341316448636,0.8462867736816406,2712
59122,moderate,0.6501792669296265,0.6862288663231926,0.7949666380882263,3138
59170,normal,0.4611942172050476,0.7080233666899103,0.743399441242218,2540
59152,moderate,0.6330321431159973,0.6697474752705915,0.8117456436157227,2825
59213,normal,0.6982905864715576,0.7609647285397697,0.6372572779655457,3148
59219,slight,0.7921759486198425,0.7576376156450576,0.6452826261520386,2611
59225,normal,0.689429759979248,0.7304493596671096,0.6807115077972412,2697
59236,slight,0.6806631088256836,0.764100719268031,0.6268942356109619,2673
47821,normal,0.4904133081436157,0.7241280586379959,0.6962191462516785,2618
47811,slight,0.4519607126712799,0.7511554259511837,0.6477469205856323,2810
47825,normal,0.39646831154823303,0.6820530254272472,0.7808787822723389,3205
